Row Labels,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,1-Aug,2-Aug,3-Aug,4-Aug,5-Aug,6-Aug,7-Aug,8-Aug,9-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,7-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep,17-Sep,18-Sep,19-Sep,20-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,5-Oct,6-Oct,7-Oct,8-Oct,9-Oct,10-Oct,11-Oct,12-Oct,13-Oct,14-Oct,15-Oct
DPSDR33,381.3,345.77,387.14,410.42,423.68,443.55,425.47,527.2,511.61,526.18,548.78,564.52,572.83,601.96,651.24,611.69,619.74,588.99,647.72,625.04,604.03,619.57,641.55,600.24,576.19,533.02,529.75,523.38,483.72,456.39,458.54,472.01,448.74,426.48,413.21,460.29,443.89,423.03,415.5,436.02,449.18,409.64,377.5,393.85,377.06,372.68,414.8,349.1,346.16,372.92,373.43,396.53,446.39,409.25,412.35,420.26,456.25,463.94,463.19,440.45,455.06,498.87,500.41,509.84,539.07,536.39,511.3,476.91,456.33,505.74,459.55,487.86,503.58,441.16,458.71,464.63,468.21,511.16,508.25,488.46,470.42,503.12,504.1,514.99,454.4,472.75,531.63,491.64,518.73,503.83,500.78,514.15,516.01,530.95,508.17,528.81,527.19,509.38,483.75,492.93,491.48,544.14,488.37,528.87,501.59,481.07,484.21,483.04,482.21,503.79,525.19,495.3,520.73,509.09,509.55,498.16,499.07,540.2,516.28,532.53,536.38,501.42,525.74,506.62,532.5,553.32,467.54,503.37,482.19,454.27,474.26,460.5,445.85,414.9,432.25,234.21
DPSDR34,239.51,229.29,259.52,284.43,280.61,232.76,240.69,316.18,279.36,292.79,270.34,277.65,293.59,274.35,278.97,266.65,296.46,283.16,298.44,302.94,266.55,321.18,296.73,309.59,293.44,303.58,288.64,287.09,298.19,287.38,313.3,310.45,294.16,315.02,285.4,284.51,295.25,326.29,305.24,311.85,333.9,299.47,270.48,295.03,281.58,281.98,263.8,247.21,246.48,229.7,221.52,224.6,259.41,234.72,239.96,264.73,296.21,261.84,278.6,279.03,270.64,270.56,260.66,283.27,330,286.2,259.41,246.29,268.03,268.52,247.21,243.43,275.41,280.79,258.27,271.93,261.56,265.87,254.58,239.54,254.62,256.33,248.17,296.19,279.42,285.43,260.53,258.19,274.47,280.09,286.8,266.07,274,266.2,273.53,278.67,283.56,283.74,280.67,272.94,286.39,231.74,276.55,283.31,297.22,291.64,271.97,269.14,248.89,255.63,252.63,245.98,233.42,247.06,284.93,256.92,261.12,257.98,247.49,289.36,278.44,255.42,250.32,267.54,277.96,272.48,212.14,294.56,292,301.92,317.25,288.23,327.69,323.85,299.39,173.53
DPSDR36,184.74,157.66,192.53,195.42,189.42,184.78,178,194.67,184.06,184.89,189.74,180.96,180.6,187.19,181.82,178.32,180.86,190.51,184.06,188.41,177.49,189.39,187.7,179.12,184.53,186.72,183.44,178.64,188.74,198.24,207.08,205.57,211.4,201.76,205.71,199.53,202.13,198.54,199.65,190.8,200.89,185.77,186.17,192.42,178.28,197.48,187.3,187.96,193.13,191.02,202.42,193.17,209.08,214.06,206.61,210.37,204.51,212.23,207.71,212.55,218.31,208.46,207.2,214.23,221.27,203.67,217.23,189.57,198.62,207.97,202.24,201.04,190.15,165.18,142.43,150.15,149.12,155.15,157.33,177.42,328.67,274.1,283.02,297.35,274.53,294.94,296.85,341.02,290.38,304.65,307.54,277.45,314.7,351.21,350.62,327.44,328.67,331.07,335.1,339.41,317.31,262.96,303.98,323.4,339.91,322.19,316.54,343.87,395.09,338.48,335.08,330.82,306.69,305.37,323.38,338.91,311.14,286.29,293.72,315.9,309.07,297.72,354.58,309.14,366.19,349.03,317.7,289,343.8,320.96,207.43,311.24,313.34,327.53,318.28,220.98
DPSDR37,97.36,90.88,104.29,117.43,115.24,103.78,99.56,118.42,105.76,109.38,110.86,111.64,108.72,107.89,122.19,115.32,111.82,107.01,111.52,110.81,104.81,110.19,108.48,110.26,108.43,105.85,105.04,120.71,112.35,115.07,119.39,122.95,117.64,114.54,115.72,110.13,107.26,109.11,107.11,110.91,110.46,110.13,96.98,104.21,104.54,109.88,104.73,106.18,102.57,100.71,92.87,92.45,101.65,101.31,109.82,111.07,112.78,113.8,106.39,107.99,106.59,119.32,113.75,122.12,122.24,121.72,117.69,104.96,124.76,122.08,117.26,120.13,112.89,118.82,117.56,115.17,115.6,117.09,127.62,120.02,107.85,118.79,118.44,121.39,120.58,118.75,129.41,130.79,119.36,120.78,131.77,118.33,124.95,118.65,139.86,124.82,117.9,122.77,124.2,121.35,114.89,95.87,107.23,109.89,118.96,113.96,116.19,114.52,140.33,120.21,111.34,158.49,302.12,289.98,307.55,301.1,303.09,302.91,310.57,336.56,304.58,316.25,317.65,305.57,335.26,311.53,306.79,311.14,300.36,295.59,316.72,290.29,295.95,304.43,306.94,175.27
DPSDR39,134.27,134.91,149.55,151.83,147.2,148.97,146.15,150.06,149.23,152.89,156.51,156.08,146.97,150.55,171.13,152.26,153.78,155.96,160.45,156.7,147.62,170.83,158.25,167.14,159.96,161.83,146.11,151.84,164.03,170.32,161.83,153.72,156.06,160.2,147.86,151.91,152.73,152.57,162.52,152.25,165.18,171.5,151.16,164,153.87,147.03,145.91,142.25,141.86,145.18,141.32,139.45,134,144.37,149.14,157.74,147.74,152.12,156.4,159.28,160.5,157.13,169.26,158.12,155.34,154.49,161.91,154.53,154.1,151.87,160.55,158.3,156.89,156.18,155.35,163.38,155.42,159.91,158.79,159.48,158.97,164.86,165.81,163.03,164.09,173.21,157.4,156.36,159.05,161.01,162.95,160.49,167.05,163.45,168.54,160.54,168.48,160.82,164.08,165.7,165.78,145.38,153.75,153.27,141.51,130.92,137.96,142.56,268.15,261.42,277.64,272.43,270.03,252.92,245.89,238.8,204.27,211.13,224.45,232.57,216.57,217.73,238.77,228.59,229.59,212.73,233.08,211.37,210.08,197.09,214.92,218.82,222.9,234.05,229.96,135.93
DPSDR41,156.81,148.62,164.41,157.71,150.55,147.51,145.17,160.07,159.54,153.07,149.07,146.49,156.68,149.1,151.47,151.5,154.4,157.27,163.06,159.08,151.31,160.55,157.92,156.08,150.14,160.63,163.81,167.31,163.45,149.72,141.25,104.63,154.45,151.98,155.8,155.85,161.78,158,152.88,151.91,158.55,165.17,150.87,157.44,152.67,160.32,159.37,158.51,163.75,166.72,123.06,159.11,160.3,162.86,157.34,162.66,170.24,167.26,164.83,166.12,169.28,167.35,166.03,173.7,169.02,222.92,378.9,339.76,332.92,338.4,320.92,308.12,314.72,311.38,331.29,310.65,312.96,298.65,314.41,318.02,330.91,320.92,318.13,348.72,336.35,361.14,392.96,371.56,356.93,361.25,376.78,387.39,372.3,405.37,408.67,403.26,406.22,369.65,389.93,397.6,390.6,403.32,394.7,413.12,414.84,392.86,383.92,375.59,419.8,406.42,399.65,400.87,404.83,379.25,378.7,363.47,339.94,341.92,330.71,377.7,361.74,348.03,358.04,344.68,331.77,360.94,352.68,346.09,344.06,311.56,336.03,328.82,320.43,311.97,333.73,208.94
GBFLC01,192.71,161.01,231.49,226.15,253.07,244.18,227.6,257.46,243.67,232.04,217.52,218,232.48,224.51,223.18,182.02,228.41,233.93,218.37,234.47,228.2,257.24,227.35,242.48,232.09,226.95,228.85,240.06,232.53,238.7,251.55,260.44,282.53,283.63,253.48,256.45,270.99,247.22,272.74,262.04,277.99,269.85,260.85,267.23,266.89,270.8,258.51,279.52,297.56,281.02,325.81,307.53,342.64,291.96,344.58,347.96,353.93,340.09,288.75,349.11,344.49,356.06,361.23,330.8,353.35,301.68,276.38,266.72,262.11,282.39,283.55,271.96,297.15,291.8,317.21,283.76,302.1,275.49,283.48,313.82,296.48,291.29,282.35,183.81,226.6,272.14,274.81,287.54,187.32,304.29,199.14,265.3,292.78,255.95,300.92,287.76,304.7,274.56,277.02,296.61,277.26,297.39,241.32,241.57,217.41,216.22,230.99,223.44,232.27,241.18,216.41,240.65,235.98,215.34,227.53,234.79,229.02,243.62,226.2,267.82,268.23,266.8,242.03,220.78,254.21,210.68,308.81,278.16,274.32,199.49,122.5,291.41,280.88,281.99,277.21,188.68
GBFLC02,150.76,145.53,136.55,83.96,100.3,139.48,131.67,153.33,145.33,144.97,155.19,149.47,114.9,151.7,144.13,141.65,147.28,149.28,151.71,118.28,147.26,148.14,141.88,152.42,151.02,152.23,143.64,149.2,149.82,137.66,147.06,158.82,161.56,164.93,157.76,150.83,156.96,138.06,128.59,142.82,165.22,157.37,152.65,145.98,162.26,149.51,162.5,161.91,169.11,168.68,166.08,173.92,175.22,178.36,179.9,193.58,179.93,181.66,52.59,116.01,176.4,161.35,164.79,166.71,167.43,159.17,144.38,146.02,155.7,165.37,169.69,164.77,162.65,157.77,154.33,152.46,75.5,117.36,160.87,158.95,160.68,168.77,159.49,149.08,158.65,168.27,170.85,176.81,170.88,99.92,164.85,167.12,160.59,155.6,153.58,129.54,61.66,31.95,105.43,171.11,160.39,164.6,153.28,162.22,163.92,81.18,148.11,51.66,80.29,53.67,118.66,136.29,144.82,148.98,137.93,138.41,130.12,138.09,138.51,164.36,119.03,138.82,152.92,155.45,147.76,158.73,155.59,138.86,155.63,144.4,128.08,137.38,154,145.16,166.99,64.7
GBFLC03,173.52,179.19,190.6,193.95,183.61,179.64,182.14,200.08,192.69,185.88,189.81,178.6,178.64,179.14,194.89,176.84,172.99,183.52,181.41,179.66,180.89,183.55,180.46,183.52,189.03,189.14,181.24,177.31,181.64,101.3,185.87,179.13,188.03,190.6,164.19,183.27,187.79,193.95,185.49,184.97,189.74,180.56,178.15,188.53,191.99,194.39,184.46,193.24,185.48,201.73,223.39,207.5,207.38,210.33,211.58,213.57,208.12,212.86,208.33,206.7,209.09,213.69,207.04,206.85,233.36,247.26,373.74,343.86,309.99,303.13,269.23,313.35,320.1,343.37,316.5,323.96,326.57,321.05,306.52,282.87,302.89,302.28,279.7,315.12,295.83,328.28,324.19,342.94,239.54,346.94,351.92,341.14,360.09,317.25,367.58,340.38,328.2,327.22,325.72,337.17,368.45,400.08,328.22,335.77,310.12,347.74,345.71,355.78,343.58,329.9,333.39,341.96,353.52,327.74,318.08,343.34,324.25,308.53,306.37,369.85,334.23,327.46,343.69,343.79,317.48,294.42,329.12,274.66,327.89,310.36,329.27,327.74,334.41,333.69,286.96,186.69
GBFLC04,166.59,140.65,173.88,171.95,171.58,157.86,173.15,173.68,166.09,171,149.99,162.25,175.89,166.05,181.51,157.16,158.85,170.72,167.63,170.19,160.25,164.72,166.19,173.64,172.76,171.85,162.75,161.12,182.1,112.67,175.73,177.69,181.51,178.51,164.98,170.79,170.94,160.13,163.55,170.28,175.21,179.34,171.62,170.48,173.53,166,169.16,172.33,177.99,184.3,187.12,201.85,194.88,194.71,190.76,197.71,193.04,185.81,192.28,193.86,183.75,186.82,188.45,184.98,221.89,293.21,216.24,224.32,238.24,251.39,224.55,236.83,247.76,275.76,249.22,243.49,241.13,220.81,227.99,216.79,211.35,208.55,197.82,195.43,209.7,230.29,225.72,247.23,156.86,221.96,156.99,264.26,267.03,213.87,265.66,239.17,246.67,239.98,240.21,243.86,239.77,256.7,228.96,209.81,222.62,203.46,204.64,205.17,245.68,218.7,187.08,177.46,183.57,186.42,185.86,206.85,193.54,206.83,204.67,254.58,211.8,222.46,216.92,207.22,213.83,175.05,205.44,185.63,210.32,190.68,193.9,228.52,232.65,155.45,203.05,145.96
GBGBD01,650.19,626.95,698.65,638.56,547.67,706.47,643.8,739.02,675.59,665.2,575.44,660.25,682.05,697.25,695.81,667.9,650.23,657.43,648.35,682.05,634.33,690.38,701.06,718.1,637.48,689.3,671.17,670.87,625.81,643.57,623.99,629.67,620.59,630.21,600.65,633.17,635.39,615.96,613.88,606.16,654.36,674.66,624.04,653.36,662.76,636.06,686.71,726.67,676.19,661.68,525.21,622.97,603.44,620.09,663.88,683.8,723.81,743.95,720.04,661.66,740.02,739.17,704.88,697,761.75,730.85,611.81,647.79,669.49,709.72,697.74,709.97,724.05,603.2,676.85,702.32,701.44,667.5,686.89,678.97,604.68,680.29,669.49,696.89,694.6,691.25,705.57,647.04,685.59,677.44,715.73,706.6,717.97,684.74,656.07,666.35,696.08,662.25,677.71,705.88,679.99,657.11,622.72,677.38,659.35,657.25,645.44,656.76,620.92,615.52,652.19,676.34,658.01,671.35,670.69,627.07,643.48,667.84,653.53,699.51,678.28,663.2,602.74,635.8,681.43,639.33,657.15,641.48,614.96,624.6,656.28,682.8,689.45,678.96,701.28,368.04
GBGBD02,186.83,201.75,218.47,224.6,223.71,222.41,187.66,259.35,233.67,231.56,214.22,222.77,220.31,204.33,216.37,216.01,244.97,213.7,222.42,206.6,207.18,248.13,247.01,258.99,220.67,222.99,248.46,219.22,234.14,247.83,245.62,243.68,247.31,273.03,247.61,233.78,245.43,231.33,227.12,230.72,263.39,240.23,249.52,247.79,249.27,238.52,272.06,276.19,282.86,300.5,334.94,355.25,325.19,331.23,321.79,357.03,366.32,353.54,341.23,310.7,321.3,308,302.79,300.8,359.33,314.66,287.88,268.01,273.93,275.82,276.44,274.11,254.87,274.61,262.98,299.54,263.42,261.65,263.87,243.69,262.63,262.58,244.24,259.68,261.45,308.77,309.32,303.77,290.35,300.94,342.97,300.87,331.39,322.63,343.48,317.48,297.71,292.64,297.34,315.71,283.73,297.24,274.7,292.22,314.38,298.1,310.8,300.99,287.72,301.24,314.02,335.87,316.16,301.47,340.36,343.41,309.58,322.1,321.41,345.18,346.02,358.24,352.97,293.06,338.52,324.76,359.17,346.05,358.21,321.78,339.13,346.87,340.98,346.7,353.41,207.72
GBGBD03,94.25,94.9,96.63,115.41,113.11,115.56,102.51,134.62,131.93,120.27,113.67,107.35,110.29,121.9,111.41,104.14,102.37,115.46,114.76,107.62,103.58,109.16,110.18,118.04,117.32,107.88,106.5,111.18,115.25,114.91,111.6,119.57,115.9,121.08,115.62,112.03,112.29,113.85,110.73,114.84,114.34,119.55,103.13,110.74,107.06,104.22,102.13,104.28,111.7,118.37,121.14,119.6,114.03,115.13,114.05,117.43,121.49,126.1,124.41,128.73,122.55,124.46,117.04,127.48,122.08,120.4,113.49,103.21,111.76,110.89,106.52,106.97,101.85,102.5,103.02,101.75,107.45,106.96,97.57,102.53,92.94,102.07,99.89,94.38,94.58,96.8,99.54,97,104.96,108.39,114.84,111.59,112.16,101.41,118.68,109.6,115.35,107.73,98.96,104.51,101.91,114.81,102.47,117.41,123.78,128.45,126.9,121.48,126.71,118.93,120.24,127.98,126.03,132.63,123.18,119.78,113.7,124.03,129.2,138.19,133.35,135.99,141.95,130.78,137.47,132.87,135.84,125.14,137.73,136.54,133.12,144.82,135.23,132.46,144.78,72.83
