Row Labels,1-Jun,2-Jun,3-Jun,4-Jun,5-Jun,6-Jun,7-Jun,8-Jun,9-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,1-Jul,2-Jul,3-Jul,4-Jul,5-Jul,6-Jul,7-Jul,8-Jul,9-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,1-Aug,2-Aug,3-Aug,4-Aug,5-Aug,6-Aug,7-Aug,8-Aug,9-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,2-Sep,3-Sep,4-Sep,5-Sep,6-Sep,7-Sep,8-Sep,9-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep,17-Sep,18-Sep,19-Sep,20-Sep,21-Sep,22-Sep,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,5-Oct,6-Oct,7-Oct,8-Oct,9-Oct,10-Oct,11-Oct,12-Oct,13-Oct,14-Oct,15-Oct
NPSDR14,132.25,119.6,156.51,148.73,113.39,134.03,144.11,170.87,162.93,149.37,175.38,161.63,158.02,162.7,140.84,146.23,155.69,157.13,157.62,155.32,152.23,157.66,154.67,177.64,169.2,158.29,161.01,169.89,194.43,175.15,186.59,183.8,173.7,171.81,175.8,181.13,185.33,167.09,168.61,181.72,186.31,176.46,163.43,161.24,169.4,165.49,181.83,169.05,180.2,186.84,198.39,197.62,201.24,208.77,212.68,206.61,202.4,211.03,198.28,202.57,197.42,190.76,185.25,182.55,199.6,184.84,177.6,187.04,177.9,184.78,191.32,197.31,191.46,188.75,177.53,174.57,181.79,170.46,173.19,179.9,163.82,179.6,230.91,232.75,217.38,236.48,254.31,246.87,230.24,226.55,252.24,226.01,241.45,226.22,271.01,250.74,127,152.32,198.75,273.21,266.01,322.65,218.71,235.06,247.99,230.56,245.56,230.5,265.64,238.94,241.18,251.64,245,251.54,262.63,264.07,228.18,230.78,216.03,271.84,178.1,135.57,259.76,228.42,256.66,267.09,227.04,235.82,293.63,244.89,247.87,262.55,265.47,250.79,285.05,172.86
NPSDR15,128.74,119.92,115.59,127.38,115.61,113.03,126.44,154.18,138.99,132.94,156.02,146.02,146.88,152.07,156.91,155.08,155.31,158.42,160.41,151.29,156.54,134.81,145.7,155.49,146.09,134.19,138.35,144.92,150.95,153.02,158.71,157.65,165.83,154.19,156.68,145.34,168.55,160.24,157.88,163.36,162.08,149.38,153.26,151.43,161.87,159.08,137.04,123.53,169.62,175.63,174.3,180.99,171.27,170.95,181.56,176.21,187.57,181.28,175.07,172.64,173.13,164.36,174.88,162.93,171.98,137.6,162.13,160.09,163.62,164.28,168.84,164.4,181.21,165.51,168.29,170.54,170.43,165.71,160.19,161.14,167.91,165.86,167.91,165.27,165.02,158.73,160.56,173.24,179.58,177.09,184.74,174.11,179.7,156.75,167.31,171.92,119.95,161.98,164.83,170.01,165.25,164.02,156.74,158.32,159.18,167.81,167.74,162.37,163.88,167.32,159.74,163.48,168.92,158.2,149.91,186.95,185.59,211.29,177.52,182.49,185.66,191.43,199.85,181.89,183.17,197.49,215.61,220.01,213.64,219.63,211.5,224.74,236.51,230.28,242.49,135.06
NPSDR16,89.89,92.96,90.14,92.72,90.38,87.14,81.14,103.13,97.29,95.97,93.39,97.75,88.89,100.57,76.61,76.51,87.46,101.5,92.5,101.91,98.39,89.86,79.86,93.91,93.94,98,100.96,90.38,104.33,100.38,106.49,93.31,107.86,101.64,106.24,98.23,95.04,100.06,96.66,97.9,111.87,98.33,98.08,94.21,92.03,91.19,96.36,100.07,97.39,103.34,116.53,105.3,110.77,110.31,110.98,116.2,122.12,124.24,108.9,116.03,109.75,112.11,105.62,105.27,119.08,109.95,94.17,102.29,94.29,99.87,108.42,104.45,102.15,103.28,107.52,101.93,98.62,109.11,101.91,101.15,102.24,103.66,102.84,105.97,103.78,107.37,101.84,118.81,99.75,108.62,106.16,98.05,101.19,96.68,115.35,110.1,83.5,119.53,103.18,110.18,105.99,116.4,95.92,102.74,100.43,96.38,106.18,108.98,106.53,115.21,107.45,112.05,107.69,98.11,97.02,148.83,132.7,135.81,145.52,159.95,129.39,136.25,151.9,133.46,117.71,139.5,141.15,123.9,143.97,139.48,149.87,146.3,165.44,161.2,184.76,110.34
NPSDR17,95.84,87.22,104.34,99.24,109.4,105.39,105.59,111.01,103.75,97.92,111.67,112.24,109.6,113.15,108.68,107.1,114.67,112.06,116.34,116.72,114.81,112.88,104.94,112.5,112.25,109.7,110.84,97.7,122.1,108.01,115.98,111.16,116.08,123.67,111.76,132.58,130.81,121.77,136.05,134.59,150.6,139.21,144.8,142.81,159.29,165.83,166.63,158.52,158.57,159.63,142.55,154.67,165.6,158.81,158.36,163.33,166.95,174.98,184.52,177.88,172.81,171.12,176.06,191.87,202.36,176.81,164.69,172.75,165.02,183.51,176.34,151.2,173.47,158.08,170.11,174.83,161.61,178.49,175.77,172.33,174.49,167.36,165.67,175.33,178.77,128.4,123.26,121.87,112.49,112.98,116.95,111.23,113.05,114.15,123.95,95.75,121.94,111.57,122.16,129.31,112.17,123.76,105.28,111.38,104.08,119.37,120.76,115.29,113.17,120,134.18,127.17,119.95,94.07,82.33,64.66,37.19,36.51,53.18,156.29,147.66,143.44,153.42,141.35,152.31,123,116.14,121.41,156.61,132.05,141.01,174.25,132.62,155,149.67,111.01
NPSDR18,144.65,144.23,186.77,214.18,178.67,158.72,177.6,240.49,215.07,194.78,240.68,203.82,180.57,182.01,186.9,177.55,200.73,226.69,198.02,197.46,192.15,174.62,166.53,191.46,196.08,161.86,195.27,196.8,175.25,199.39,201.52,264.99,214.46,206.88,202.63,190.3,195.48,218.85,216.51,212.94,221.64,183.56,153.84,161.37,161.55,177.19,173.81,145.43,147.66,199.02,199.11,201.3,214.35,218.9,185.8,209.85,245.06,293.2,298.06,275.14,280.27,234.15,250.67,222.23,264.84,239.12,231.17,191.9,197.67,221,226,221.56,239.2,249.48,225.39,280.33,224.12,232.21,213.25,198.16,261.21,204.41,186.56,191.88,196.42,221.66,215.62,239.06,218.63,223.42,222.1,200.1,221.44,214.59,275.14,202.93,203.84,201.2,219.19,239.97,211.22,284.09,217.19,193.23,148.86,144.92,175.86,159.22,177.48,173.05,153.85,167.01,150.24,164.22,166.39,178.85,154.53,141.94,143.22,187.97,172.04,176.84,216.85,205.89,184.25,159.11,176.15,162.43,198.14,165.95,164.32,178.85,185.4,210.89,229.62,160.94
NPSDR22,112.04,107.72,122.59,133.61,128.98,127.43,113.22,148.4,133.1,128.86,145.36,129.23,129.48,141.91,140.99,134.18,135.74,160.94,147.42,158.34,150.23,147.69,141.45,150.51,148.62,131.06,144.2,136.69,150.65,144.91,147.03,163.98,149.34,140.91,144.48,142.42,137.27,136.1,152.49,147.06,145.3,137.06,133.48,128.86,136.8,137.48,145.34,136.35,133.43,141.74,125.09,126.34,135.38,135.14,152.43,153.54,151.41,147.2,147.47,142.1,162.19,145.81,152.12,161.02,164.68,155.28,156.6,146.91,142.44,156.76,160.94,144.7,157.31,154.3,149.61,177.58,152.86,149.33,143.44,157.31,172.26,139.61,150.37,151.68,157.36,160.27,150.2,170.33,147.11,140.47,141.64,149.57,151.99,155.96,177.31,150.47,155.78,143.83,148.93,151.87,150.75,170.75,149.15,149.43,163.39,151.5,160.6,160.16,166.85,140.31,158.73,141.26,156.51,143.79,148.08,151.52,181.05,331.56,266.46,321.24,318.5,325.62,388.75,301.05,287.2,263.63,287.13,288.12,341.43,287.4,302.14,321.99,342.95,310.19,350.71,220.3
NPSDR23,115.46,115.22,130.77,130.7,135.87,106.37,122.6,138.05,131.57,130.4,156.49,145.12,142.05,152.05,143.33,134.6,140.85,147.91,143.62,150.3,135.44,151.28,164.68,149.16,152.12,144.84,137.49,125.01,138.52,139.29,150.43,147.14,143.51,149.28,149.06,147.56,155.05,134.53,148.74,129.6,151.62,141.6,134.83,131.78,144.42,148.65,146.78,158.04,145.77,151.24,155.11,161.94,179.12,174.29,171.43,179.8,167.85,174.51,170.57,177.03,154.35,164.64,161.07,166.88,171.8,163.71,163.19,154.49,154.45,149.17,154.77,144.67,131.28,137.08,163.52,153.13,150.38,128.53,146.02,140.22,150.32,136.25,132.17,140.32,134.38,140.42,167.99,159.7,145.76,148.71,161.44,144.95,149.19,146.72,157.71,141.78,112.34,147.7,159.42,149.85,149.73,172.98,153.54,160.87,156.89,160.77,159.07,162.43,169.94,146.45,155.32,160.12,159.04,153.12,147.66,160.8,150.44,152.4,152.44,165.4,137.26,161.29,239.73,191.96,204.6,194.86,214.31,178.33,202.38,217.99,212.71,210.06,200.79,211.31,215.97,146.17
NPSDR24,107.23,107.67,117.64,116.68,115.25,117.9,75.85,136.8,125.86,124.59,130.33,129.68,134.66,136.88,120.83,122.34,141.25,134.22,125.96,132.17,115.36,123,116.65,121.33,129.96,120.36,140.26,138.65,126.2,119.54,139.77,131.24,136.59,150.64,133.46,125.67,121.71,123.05,132.41,139.63,136.33,144.42,137.99,127.71,120.58,131.03,117.51,119.62,128.49,116.42,114.94,120.19,135.53,137.02,156.2,140.15,134.34,131.95,137.58,139.85,119.42,141.36,140.82,155.11,141.96,145.42,124.2,137.8,137.77,140.69,133.96,127.98,122.8,136.78,141.97,132.85,133.95,141.68,139.7,120.39,115.49,107.73,123.04,148.16,141.86,128.11,133.57,122.08,113.44,111.95,123.87,127.37,132.08,128.13,126,131.51,124.92,125.08,127.7,134.95,122.82,116.04,114.74,128.24,133.41,139.15,138.16,126.99,130.66,133.65,112.49,121.39,122.91,118.38,130.1,121.68,111.34,122.74,130.33,132.35,123.92,110.19,118.96,107.73,155.26,164.54,174.48,178.87,168.39,166.68,184.57,191.54,179.42,164.24,159,121.89
NPSDR25,111.43,119.75,134.38,137.42,139.73,124.67,134.41,139.6,137.41,132.86,140.57,136.13,127.51,129.43,133.58,129.23,129.22,133.53,134.29,133.39,130.44,143.36,135.92,142.01,146.23,135.48,136.45,146.7,147.13,143.65,149.75,151.56,146.67,151.54,170.77,152.61,145.11,137.69,154.59,151.8,157.94,144.07,142.23,140.18,149.18,140.42,141.84,135.48,135.74,140.76,143.62,140.21,162.65,155.16,151.66,159.11,151.61,151.98,155.9,159.41,157.84,154.52,145.09,155.97,146.89,149.22,140.83,144.93,140.85,155.74,153.75,143.15,146.24,147.24,148.69,149.79,136.84,148.66,145.4,143.38,154.26,149.75,148.9,145.75,146.62,141.25,133.11,130.31,130.76,127.78,137.9,131.41,131.79,134.57,131.04,134.08,129.41,130.02,128.03,126.58,112.97,136.03,122.99,131.36,129.66,132.44,136.52,142.38,139.14,134.15,123.51,127.06,130.3,254.82,267.92,264.38,264.8,271.28,246.98,250.41,232.62,233.63,248.79,238.43,270.19,232.54,247.21,212.03,258.5,234.75,242.03,243.67,225.04,229.48,246.16,155.93
NPSDR26,100.63,100.55,111.68,117.25,111.23,124.16,111.48,122.78,119.6,113.99,116.4,106.85,106,118.01,109.02,109.01,110.78,115.88,110.04,112.32,98.26,106.68,112.37,108.53,122.4,118.67,115.27,105.59,115,109.3,118.59,105.91,109.78,110.15,114.51,110.57,109.86,106.2,110.19,102.68,116.53,108.78,105.8,103.35,95.62,99.94,106.96,92.01,100.24,104.92,106.9,120.8,118.02,121.6,115.66,120.03,120.14,123.06,123.45,125.22,119.78,130.58,123.37,122.37,126.82,118.22,99.38,102.18,113.47,110.35,105.79,100.79,114.5,109.94,98.82,111.51,111.35,109.39,117.99,115.03,107.99,104.83,109.02,114.51,114.68,113.57,132.85,122.11,117.93,104.77,117.66,110.62,111.33,108.42,124.27,112,103.24,104.29,110.03,112.16,95.11,114.04,99.1,102.51,98.3,106.93,107.63,97.52,104.13,99.06,113.89,96.59,108.34,136.73,197.78,206.09,193.1,164.37,162.35,173.48,155.04,170.53,148.76,124.62,145.66,131.69,143.65,142.25,163.92,151.22,155.32,146.94,154.58,162.7,156.43,105.22
PGATR01,119.66,111.01,126.58,116.53,117.54,109.63,111.91,129.72,122.82,102.81,42.08,131.09,116.6,108.22,98.73,96.2,120.8,128.57,139.72,137.08,120.48,109.13,127.89,121.74,128.05,119.99,117.88,129.64,136.38,130.01,142.16,139.73,139.49,144.73,147.63,138.9,145.65,143.32,143.44,151.74,150.82,140.95,125.77,146,143.83,145.35,142.49,140.87,139.5,149.76,152.16,153.1,159.72,168.32,155.03,169.97,165.59,170.49,160.3,164.45,163.1,163.88,160.76,155.12,172.57,164.02,148.52,141.88,143.7,155.17,153.65,147.98,152.55,152.28,153.69,149.48,155.51,155.79,155.98,149.49,149.12,153.41,142.58,148.79,143.23,147.46,141.65,145.06,155.39,141.74,133.76,125.12,137.91,129.71,143.5,144.5,144.17,147.39,143.67,151.53,137.85,141.79,133.21,148.36,153.66,140.7,151.54,148.26,146.13,146.75,136.05,130.67,146.19,140.96,148.04,138.41,149.08,152.14,148.65,160.43,162.94,161.12,149.89,151.94,146.53,133.61,149.95,141.69,145.24,140.47,153.54,169.44,158.8,149.91,163.59,85.03
PGATR04,112.58,117.98,131.75,110.79,111.45,103.72,96.24,122.22,110.64,107.55,108.08,113.68,108.3,120.42,98.58,120.28,127.02,137.01,119.69,133.05,129.82,141.08,127.14,134.97,144.67,122.91,103.37,140.87,142.84,121.06,135.36,140.15,140.62,138.22,126.19,140.07,157.34,141.86,141.62,138.7,150.21,149.12,129.76,138.24,140.17,140.68,128.85,131.2,137.77,144.09,167.77,165.1,158.98,152.34,164.4,157.38,152.08,160.88,162.4,162.22,165.99,155.36,148.02,150.43,153.29,162.75,133.38,132.63,137.71,144.89,150.89,140.14,150.09,143.34,136.84,147.75,137.65,137.44,148.11,141.53,133.31,127.31,131.7,133.36,133.28,134.15,148.37,139.79,134.43,132.43,143.25,145.54,138.07,141.28,147.12,138.88,134.55,136,137.1,150.57,152.08,145.86,141.31,137.08,140.2,128.2,128.28,136.36,128.8,125.47,127.13,132.01,118.11,119.76,132.52,127.74,114.13,118.17,119.28,138.82,140.07,138.83,140.21,135.75,128.68,121.08,128.42,133.73,133.68,115.82,127.56,58.99,135.97,128.04,139.14,65.79
PGATR05,113.55,115.66,105.93,101.87,108.11,114.77,101.94,119.31,112.51,109.21,113.15,112.95,109.88,112.65,113.14,96.4,116.69,110,110.52,123.91,113.71,104.22,116.44,124.24,118.25,115.08,113.87,115.35,133.26,122.12,134.58,131.39,133.84,132.61,117.72,128.26,137.29,133.17,132.54,137.64,146.47,138.5,134.58,143.49,136.51,132.07,130.58,136.1,139.14,133.87,143.8,144.17,142.76,137.68,149.29,149.82,152.91,153.99,150.59,147.01,156.13,155.45,146.9,150.33,161.49,153.43,144.38,135.14,147.5,155.17,152.51,143.77,150.07,151.94,139.89,150.62,139.88,147.22,133.21,140.15,141.55,130.77,142.61,145.36,130.92,139.09,152.67,151.37,142.71,145.36,138.53,137.26,146.4,158.05,157.61,141.02,134.84,149.44,143.3,148.63,141.18,145,130.91,122.21,124.47,132.21,112.35,121.73,122.8,103.27,94.26,108.25,115.32,103.96,108.83,101.34,99.25,96.17,84.25,104.01,112.73,118.95,116.06,109.08,112.9,109.65,122.35,114.32,122.16,107.97,114.77,115.11,111.78,116.93,123.97,62.53
PGATR06,95.12,99.84,98.23,96.89,95.46,95.99,79.42,113.13,100.15,91.46,112.01,110.22,96.31,112.01,82.72,92.61,107.47,107.1,114.16,106.43,117.56,105.84,110.29,106.73,109.37,114.17,118.29,127.48,115.55,113.6,115.89,114.5,113.06,119.33,108.3,102.25,112.91,118.29,118.71,112.33,123.9,127.35,129.01,116.14,112.82,121.81,129.73,121.32,119.63,130.67,131.24,141.03,139.46,141.35,148.37,131.44,135.3,132.83,132.77,134.54,128.28,143.79,126.32,132.58,138.16,139.02,127.34,129.42,134.67,131.99,120.35,132.91,141.68,118.73,132.35,135.08,131.22,128.81,122.32,131.29,130.32,121,116.53,124.74,122.47,124.71,128.58,135.53,126.2,124.64,125.7,119.48,120.99,118.62,128.23,114.32,121.32,127.05,123.06,121.56,126.73,129.16,109.89,109.37,107.44,94.91,101.66,108.39,107.63,119.81,110.63,110.89,116.53,122.2,121.13,117.95,107.98,107.61,111.54,124.17,118.3,114.88,126.04,120.64,110.44,112.32,119.47,114.29,129.57,113.29,112.81,62.09,132.31,131.21,132.46,72.42
PGATR07,115.77,115.91,113.56,126.78,114.18,102.76,102.35,128.42,121.86,117.27,131.56,125.24,124.38,125.89,103.8,113.04,113.97,140.3,130.05,127.7,124.25,140.44,125.69,130.56,121.3,117.54,128.03,132.18,132.69,141.58,136.75,139.68,150.2,135.77,122.95,132.49,139.71,130.96,139.69,139.07,145.4,137.78,137.98,134.7,133.38,143.79,138.25,131.24,137.84,147.26,149.4,151.17,160.9,164.17,169.23,168.81,160.79,158.75,162.27,162.14,165.47,167.07,153.81,150.42,162.71,148.15,148.61,145.91,146.67,144.08,149.81,146.17,150.67,153.32,137.38,153.8,146.21,152.32,159.16,139.36,143.31,148.29,147.89,146.65,148.61,145.53,148.45,150.1,141.61,138.71,141.57,133.57,134.09,133.81,159.18,152.46,151.48,150.47,142.51,143.3,146.11,151.31,142.98,136.93,145.36,133.54,139.71,147.8,142.2,141.15,133.75,145.02,146.13,142.34,138.99,140.42,132.51,134.62,129.83,150.03,142.66,146.99,146.23,135.1,147.02,141.82,148.16,146.95,149.64,140.31,144.29,85.68,142.85,143.12,144.75,78.65
PGBDA01,246.89,220.94,221.23,225.53,233.29,216.43,199.41,278.01,220.5,257.8,224.29,224.03,223.37,241.32,241.43,220.75,239.95,227.43,268.42,219.09,226.53,246.8,269.71,265.71,230.64,232.62,242.7,238.98,241.47,246.66,265.92,266.01,261.63,264.37,274.61,282.65,280.06,273.76,269.13,256.29,318.56,262.87,273.83,253.87,278.09,291.25,280.26,281.69,262.47,277.47,245.43,278.74,208.3,146.72,257.12,268.66,302.24,301.81,298.22,236.49,259.28,314.92,279.3,299.94,344.8,321.46,255.18,252.96,273.12,308.11,301.79,236.87,262.28,280.53,288.44,252.27,264.25,295.53,203.42,306.63,272.06,259.41,285.79,286.4,285.24,289.08,294.47,268.35,287.4,312.31,329.12,314.85,316.56,277.14,312.53,303.86,212.33,283.99,310.2,320.87,294.26,299.2,286.77,290.41,289.77,280.9,304.47,281.05,226.23,283.24,299.61,289.63,279.73,271.5,271.32,268.54,284.99,288.25,278.74,297.39,287.82,293.21,262.71,278.09,202.21,289.95,306.96,300.94,288.77,299.32,328.63,389.01,322.57,316.76,304.96,182.7
PGBDA02,98,97.93,110.57,105.15,121.71,109.35,108.45,144.6,129.85,121.42,125.55,112.94,121.83,126.15,128.86,109.99,124.85,123.51,127.45,129.86,129.12,127.25,132.18,133.81,133.88,109.9,109.88,131.37,133.1,112.16,138.06,126.53,151.11,142.93,125.01,118.43,143.83,143.37,120.47,122.51,150.95,136.95,134.93,128.95,132.05,122.08,124.14,125.83,119.56,133.61,134.25,137.98,140.56,136.84,149.47,151.97,149.9,147.17,141.19,147.52,156.83,143.98,152.37,151.46,158.87,142.15,142.26,145.57,145.93,150.3,141.3,125.26,137.99,127.46,127.27,132.54,139.36,145.95,146.36,151.2,150.26,137.68,139.54,140.47,153.46,158,149.63,152.33,151.63,153.12,149.07,154.26,154.59,143.44,157.51,158.82,109.82,144.92,143.47,143.45,147.2,125.03,125.87,147.93,154.86,133.44,147.94,151.83,146.81,145.41,167.64,205.76,243.13,217.87,230.18,230.13,229.62,201.17,220.74,250.62,232.67,220.72,228.71,236.47,220.28,191.64,201.56,209.61,228.54,213.44,209.6,219,237.65,230.65,233.69,159.36
PGBDA03,66.1,63.04,74.84,73.49,64.8,67.69,59.94,74.38,64.8,73.96,81.79,77.31,78.13,81.92,85.65,79.84,85.8,94.1,80.39,81.93,76.31,77.06,75.23,82.48,80.63,68.38,80.77,79.16,85.58,87.03,93.69,92.27,92.7,83.35,82.83,81.61,84.99,73.59,85,81.27,95.9,88.75,80.74,70.8,83.95,78.87,88.72,82.33,94.04,95.63,105.58,114.02,110.4,98.43,104.99,114.64,109.12,113.49,119.79,104.95,109.97,95.46,99.72,105.8,120.06,100.27,99.65,89.09,100.88,126.85,114.45,110.73,115.43,108.19,93.37,114.03,102.66,102.65,94.55,93.17,96.16,90.35,91.44,97.78,87.81,93.52,115.32,114.14,26.89,22.64,23.31,23.28,77.19,81.01,94.89,86.11,61.69,72.19,80.85,86.2,79.63,89.46,81.56,92.89,92.29,96.95,102.05,108.36,111.21,96.39,97.92,98.55,79.3,107.53,118.84,127.4,107.85,117.24,105.55,125.5,108.99,111.1,112.41,110.67,109.17,121.44,131.9,134.34,152.49,117.97,132.82,140.95,145.53,156.19,144.86,100.15
PGBDA06,124.42,116.25,114.9,110.66,108.93,108.22,100.37,132.75,119.6,123.69,119.85,118.04,123.47,131.47,125.29,114.31,108.91,108.51,116.07,123.99,115.88,117.14,120.79,121.39,129.12,127.78,128.89,126.18,137.16,125.94,127.85,129.44,128.13,137.27,128.12,126.15,130.91,132.69,127.24,122.28,136.84,130.13,129.01,128.8,126.73,131.88,135.82,128.47,131.42,145.28,158.96,149.04,156.69,159.57,167.31,169.48,161.76,166.17,166.16,162.2,161.84,161.84,158.79,148.07,150.14,158.73,149.81,139.25,147.37,161.09,160.66,155.54,154.07,157.81,151.14,141.69,143.35,149.42,157.63,154.11,157.11,156.13,164.27,160.43,148.52,151.6,157,155.55,155.45,161.52,160.32,156.17,159.66,151.5,159.98,163.58,117.88,163.16,157.46,150.86,152.84,158.33,144.61,150.31,148.84,143.95,145.53,147.6,151.19,149.52,148.46,146.26,146.8,151.66,150.34,144.87,138.99,140.98,148.26,178.01,153.89,145.2,146.81,152.74,144.16,143.97,144.35,133.25,146.46,133.49,138.61,148.01,135.39,135.37,141.59,74.82
PGBDA07,139.16,136.28,134.99,144.96,136.11,141.56,130.34,178.1,156.94,165.62,162.08,158.03,157.56,154.09,165.24,149.51,159.7,144.3,150.44,146.91,144.8,172.79,169.55,162.76,164.76,136,142.62,156.82,160.48,156.56,161.89,164.61,165.43,166.55,164.41,134.64,175.64,181.79,174.36,159.36,174.78,161.71,151.79,165.2,162.52,162.94,167.12,152.14,159.07,177.25,187.28,182.9,175.75,180.85,182.11,190.16,187.4,178.34,182.61,182.45,181.22,196.2,182.65,186.29,200.66,195.06,183,173.25,185.78,196.51,179.75,180.88,189.91,178.49,177.93,185.26,181.43,189.96,179.69,170.36,163.99,159.34,172.06,169.2,166.35,167.01,175.44,170.14,177.05,179.63,171.74,172.76,172.39,168.2,186.71,167.5,178.81,191.59,183.28,189.76,192.77,187.62,146.13,173.22,167.27,151.97,172.11,175.78,178.66,175.59,170.43,164.77,177.94,179.75,184.63,176.27,167.48,166.58,152.14,172.07,178.23,158.36,160.11,160.69,158.56,172.3,169.74,158.69,172.75,170.32,153.8,165.1,163.72,170.44,180.13,96.64
PGDBG01,215.33,205.64,231.51,245.89,220.86,236.29,215.92,270.76,233.24,219.65,231.2,237.96,255.21,230.93,267.75,252.99,263.02,267.9,300.94,260.9,259.4,292.11,285.61,299.64,270.29,240.88,267.63,298.14,292.55,282.45,273.94,267.59,272.39,272.5,282.21,278.11,296.92,273.86,283.42,262.63,300.06,271.79,271.96,256.96,268.44,266.87,285.34,293.86,290.49,314.98,307.14,298.32,354.11,318.62,316.93,364.68,360.48,350.52,345.1,326.52,334.28,338.77,348.84,333.7,396.46,340.14,308.28,279.41,279.97,305,283.89,318.44,309.81,324.2,295.72,315.02,300.82,297.98,294.34,266.65,287.24,269.02,293.55,270.83,282.66,280.53,268.71,308.7,291.63,299.98,319.43,294.14,289.24,282.53,326.39,322.54,201.09,277.05,307.75,303.42,279.74,315.67,277.09,261.73,217.03,226.71,248.76,241.13,230.11,239.43,250.9,265,274.95,276.75,277.81,259.12,259.49,242.66,252.06,288.16,293.72,267.67,282.19,288.02,239.5,281.2,286.84,271.85,280.45,282.74,300.82,322.53,318.78,306.87,318.61,193.25
PGDBG02,109.17,112.34,117.37,112.28,116.66,113.63,97.45,119.77,104.83,108.79,122.44,114.3,119.57,120.99,124.17,120.98,139.65,127.83,142.81,149.39,136.18,136.92,136.36,135.73,128.6,111.15,130.07,134.2,123.75,120.51,108.3,139.81,129.78,131.49,119.78,134.22,128.39,137.67,127.45,118.03,141.93,133.61,138.6,134.95,146.17,153.63,142.82,145.51,155.93,150.37,143.46,148.77,162.71,157.38,171.92,177.07,186.45,169.73,167.4,165.71,159.99,161.35,180,169,179.54,168.7,148.67,147.98,149,149.87,155.89,155.47,146.96,154.42,148.39,154.36,140.85,148.9,145.42,161.07,146.54,140.47,138.33,147.57,154.08,158.3,144.39,158.34,167.38,168.21,181.46,166.55,152.63,136.99,156.38,158.64,157.19,142.95,136.11,151.21,152.11,148.21,144.04,144.52,155.92,157.94,170.42,177.38,169.41,159.42,174.86,159.66,158.34,157.06,159.18,151.21,149.03,142.32,149.18,160.62,158.52,160.07,163.61,158.72,164.51,157.91,161.02,152.42,174.63,166.2,142.54,163.25,170.63,165.7,173.9,98.82
PGDBG03,100.14,97.13,90.59,88.94,93.06,81.28,79.63,87.31,81.89,87.31,79.05,85.15,89.51,92.25,86.09,78.64,81.78,85.27,89.11,82.47,92.7,101.8,97.49,99.01,92.88,86.87,84.95,84.85,103.03,96.04,118,123.48,122.76,138.72,127.49,143.24,145.67,140.24,138.14,150.07,161.36,147.35,149.34,145.31,149.55,152.35,154.97,147.73,160.62,172.22,170.45,164.64,178.02,182.16,178.74,182.01,180.22,182.79,171.82,173.28,175.05,176.84,173.94,182.24,182.78,173.97,164.6,169.18,159.03,164.67,156.99,164.58,165.2,176.57,177.86,175.24,163.94,186.82,172.16,156.64,156.21,155.06,161.65,159.95,150.96,151.35,162.05,165.98,165.57,157.91,150.24,143.07,150.38,135.07,150.63,139.66,133.69,138.28,137.36,138.96,145.08,135.86,126.01,128.98,134.77,147.87,128.15,141.27,136.93,143.86,137.2,138.87,148.64,128.1,131.58,129.39,120.36,125.16,128.15,122.49,117.56,113.01,125.46,125.4,118.22,117.58,119.79,110.1,114.35,113.46,108.06,135.03,130.68,146.66,141.65,84.99
PGDBG08,83.54,80.65,113.45,97.58,101.14,82.1,98.09,112.59,107.23,112.09,106.2,103.18,108.91,106.28,97.61,94.42,106,95.3,117.14,115.73,114.57,110.85,108.6,111.58,125.5,63.41,81.68,109.69,108.72,103.11,89.31,128.33,142.77,121.18,111.84,104.01,122.11,120.96,116.58,111.6,133.58,129.09,123.24,111.39,117.88,118.59,131.11,124.95,140.87,140.4,130.06,143.42,151.46,144.66,147.03,136.5,143.53,148.78,128.69,144.18,132.92,138.69,138.75,145.03,163.37,145.75,135.29,129.03,124.03,135.87,124.5,124.5,121.96,133.67,142.47,138.1,132.8,137.86,131.86,121.95,133.67,127.43,137.43,132.09,125.54,122.85,135.4,135.51,128.51,120.94,141.49,133.09,130.91,108.9,145.19,122.89,110.87,141.87,130.2,136.53,142.37,146.56,129.31,142.47,149.83,149.25,144.84,145.88,151.18,135.97,128.36,127.71,137.24,129.74,127.51,142.38,116.58,127.04,130.93,136.65,143.41,132.76,141.49,127.79,129.94,127.52,119.25,126.38,133.63,120.31,130.05,136.87,146.97,143.93,156.8,80.62
